,Title,Artist,URL,Check
134,Learn To Fly,Foo Fighters,https://tabs.ultimate-guitar.com/tab/foo-fighters/learn-to-fly-guitar-pro-219522,False
135,Clocks,Coldplay,https://tabs.ultimate-guitar.com/tab/coldplay/clocks-guitar-pro-478180,False
136,Seize The Day,Avenged Sevenfold,https://tabs.ultimate-guitar.com/tab/avenged-sevenfold/seize-the-day-guitar-pro-443586,False
137,Aint Talkin Bout Love,Van Halen,https://tabs.ultimate-guitar.com/tab/van-halen/aint-talkin-bout-love-guitar-pro-234427,False
138,Holy Diver,Dio,https://tabs.ultimate-guitar.com/tab/dio/holy-diver-guitar-pro-866406,False
139,The Four Horsemen,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/the-four-horsemen-guitar-pro-332981,False
140,Voodoo Child Slight Return,Jimi Hendrix,https://tabs.ultimate-guitar.com/tab/jimi-hendrix/voodoo-child-slight-return-guitar-pro-221213,False
141,Money For Nothing,Dire Straits,https://tabs.ultimate-guitar.com/tab/dire-straits/money-for-nothing-guitar-pro-218117,False
142,Painkiller,Judas Priest,https://tabs.ultimate-guitar.com/tab/judas-priest/painkiller-guitar-pro-222765,False
143,Arpeggios From Hell,Yngwie Malmsteen,https://tabs.ultimate-guitar.com/tab/yngwie-malmsteen/arpeggios-from-hell-guitar-pro-246892,False
144,Walk This Way,Aerosmith,https://tabs.ultimate-guitar.com/tab/aerosmith/walk-this-way-guitar-pro-394844,False
145,How You Remind Me,Nickelback,https://tabs.ultimate-guitar.com/tab/nickelback/how-you-remind-me-guitar-pro-226769,False
146,Misery Business,Paramore,https://tabs.ultimate-guitar.com/tab/paramore/misery-business-guitar-pro-590967,False
147,Purple Rain,Prince,https://tabs.ultimate-guitar.com/tab/prince/purple-rain-guitar-pro-420133,False
148,Cocaine,Eric Clapton,https://tabs.ultimate-guitar.com/tab/eric-clapton/cocaine-guitar-pro-216586,False
149,Dani California,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/dani-california-guitar-pro-373413,False
150,Nightrain,Guns N' Roses,https://tabs.ultimate-guitar.com/tab/guns-n-roses/nightrain-guitar-pro-484656,False
151,Technical Difficulties,Racer X,https://tabs.ultimate-guitar.com/tab/racer-x/technical-difficulties-guitar-pro-428465,False
152,De Música Ligera,Soda Stereo,https://tabs.ultimate-guitar.com/tab/231893,False
153,Parisienne Walkways,Gary Moore,https://tabs.ultimate-guitar.com/tab/gary-moore/parisienne-walkways-guitar-pro-226021,False
154,Wanted Dead Or Alive,Bon Jovi,https://tabs.ultimate-guitar.com/tab/bon-jovi/wanted-dead-or-alive-guitar-pro-474099,False
155,By The Way,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/by-the-way-guitar-pro-531201,False
156,What Ive Done,Linkin Park,https://tabs.ultimate-guitar.com/tab/linkin-park/what-ive-done-guitar-pro-511421,False
157,Iron Man,Black Sabbath,https://tabs.ultimate-guitar.com/tab/black-sabbath/iron-man-guitar-pro-242082,False
158,With Or Without You,U2,https://tabs.ultimate-guitar.com/tab/u2/with-or-without-you-guitar-pro-234032,False
159,Song 2,Blur,https://tabs.ultimate-guitar.com/tab/blur/song-2-guitar-pro-215589,False
160,Thunderstruck,AC/DC,https://tabs.ultimate-guitar.com/tab/acdc/thunderstruck-guitar-pro-604366,False
161,Savior,Rise Against,https://tabs.ultimate-guitar.com/tab/rise-against/savior-guitar-pro-743802,False
162,More Than A Feeling,Boston,https://tabs.ultimate-guitar.com/tab/boston/more-than-a-feeling-guitar-pro-246280,False
163,Canon Rock,JerryC,https://tabs.ultimate-guitar.com/tab/jerryc/canon-rock-guitar-pro-775785,False
164,In Waves,Trivium,https://tabs.ultimate-guitar.com/tab/trivium/in-waves-guitar-pro-1060164,False
165,Burn,Deep Purple,https://tabs.ultimate-guitar.com/tab/deep-purple/burn-guitar-pro-217562,False
166,Welcome Home,Coheed and Cambria,https://tabs.ultimate-guitar.com/tab/coheed-and-cambria/welcome-home-guitar-pro-278562,False
167,Knockin On Heavens Door,Guns N' Roses,https://tabs.ultimate-guitar.com/tab/guns-n-roses/knockin-on-heavens-door-guitar-pro-240992,False
168,Burn It To The Ground,Nickelback,https://tabs.ultimate-guitar.com/tab/nickelback/burn-it-to-the-ground-guitar-pro-801390,False
169,Uprising,Muse,https://tabs.ultimate-guitar.com/tab/muse/uprising-guitar-pro-857938,False
170,Knockin On Heavens Door,Guns N' Roses,https://tabs.ultimate-guitar.com/tab/guns-n-roses/knockin-on-heavens-door-guitar-pro-218706,False
171,Smooth Criminal,Michael Jackson,https://tabs.ultimate-guitar.com/tab/michael-jackson/smooth-criminal-guitar-pro-222330,False
172,Before I Forget,Slipknot,https://tabs.ultimate-guitar.com/tab/slipknot/before-i-forget-guitar-pro-733278,False
173,Guardians Of Asgaard,Amon Amarth,https://tabs.ultimate-guitar.com/tab/amon-amarth/guardians-of-asgaard-guitar-pro-723420,False
174,Beat It,Fall Out Boy,https://tabs.ultimate-guitar.com/tab/fall-out-boy/beat-it-guitar-pro-669546,False
175,Angel Of Death,Slayer,https://tabs.ultimate-guitar.com/tab/slayer/angel-of-death-guitar-pro-231469,False
176,Smoke On The Water,Deep Purple,https://tabs.ultimate-guitar.com/tab/deep-purple/smoke-on-the-water-guitar-pro-217616,False
177,Drive,Incubus,https://tabs.ultimate-guitar.com/tab/incubus/drive-guitar-pro-221684,False
178,Wonderful Tonight,Eric Clapton,https://tabs.ultimate-guitar.com/tab/eric-clapton/wonderful-tonight-guitar-pro-216714,False
179,Hold The Line,Toto,https://tabs.ultimate-guitar.com/tab/toto/hold-the-line-guitar-pro-233776,False
180,Cafo,Animals as Leaders,https://tabs.ultimate-guitar.com/tab/animals-as-leaders/cafo-guitar-pro-886783,False
181,Kashmir,Led Zeppelin,https://tabs.ultimate-guitar.com/tab/led-zeppelin/kashmir-guitar-pro-223765,False
182,21 Guns,Green Day,https://tabs.ultimate-guitar.com/tab/green-day/21-guns-guitar-pro-827002,False
183,Heaven And Hell,Black Sabbath,https://tabs.ultimate-guitar.com/tab/black-sabbath/heaven-and-hell-guitar-pro-215131,False
184,Dont Speak,No Doubt,https://tabs.ultimate-guitar.com/tab/no-doubt/dont-speak-guitar-pro-227272,False
185,Good Riddance Time Of Your Life,Green Day,https://tabs.ultimate-guitar.com/tab/green-day/good-riddance-time-of-your-life-guitar-pro-242716,False
186,Hero Of War,Rise Against,https://tabs.ultimate-guitar.com/tab/rise-against/hero-of-war-guitar-pro-741616,False
187,Hey Jude,The Beatles,https://tabs.ultimate-guitar.com/tab/the-beatles/hey-jude-guitar-pro-473355,False
188,Hit The Lights,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/hit-the-lights-guitar-pro-225392,False
189,Chelsea Smile,Bring Me the Horizon,https://tabs.ultimate-guitar.com/tab/bring-me-the-horizon/chelsea-smile-guitar-pro-730424,False
190,Since Ive Been Loving You,Led Zeppelin,https://tabs.ultimate-guitar.com/tab/led-zeppelin/since-ive-been-loving-you-guitar-pro-223794,False
191,Broken,Seether,https://tabs.ultimate-guitar.com/tab/seether/broken-guitar-pro-230913,False
192,Six,All That Remains,https://tabs.ultimate-guitar.com/tab/all-that-remains/six-guitar-pro-483185,False
193,One Last Breath,Creed,https://tabs.ultimate-guitar.com/tab/creed/one-last-breath-guitar-pro-376356,False
194,Foxy Lady,Jimi Hendrix,https://tabs.ultimate-guitar.com/tab/jimi-hendrix/foxy-lady-guitar-pro-221152,False
195,Otherside,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/otherside-guitar-pro-359181,False
196,Tom Sawyer,Rush,https://tabs.ultimate-guitar.com/tab/rush/tom-sawyer-guitar-pro-230445,False
197,Play That Funky Music,Wild Cherry,https://tabs.ultimate-guitar.com/tab/wild-cherry/play-that-funky-music-guitar-pro-234917,False
198,Decode,Paramore,https://tabs.ultimate-guitar.com/tab/paramore/decode-guitar-pro-738787,False
199,My Immortal,Evanescence,https://tabs.ultimate-guitar.com/tab/evanescence/my-immortal-guitar-pro-363238,False
200,Far Away,Nickelback,https://tabs.ultimate-guitar.com/tab/nickelback/far-away-guitar-pro-332607,False
201,Lithium,Nirvana,https://tabs.ultimate-guitar.com/tab/nirvana/lithium-guitar-pro-226994,False
202,Shoot To Thrill,AC/DC,https://tabs.ultimate-guitar.com/tab/acdc/shoot-to-thrill-guitar-pro-359216,False
203,Gravity,John Mayer,https://tabs.ultimate-guitar.com/tab/john-mayer/gravity-guitar-pro-682472,False
204,The Only Exception,Paramore,https://tabs.ultimate-guitar.com/tab/paramore/the-only-exception-guitar-pro-882280,False
205,I Dont Want To Miss A Thing,Aerosmith,https://tabs.ultimate-guitar.com/tab/aerosmith/i-dont-want-to-miss-a-thing-guitar-pro-397125,False
206,Africa,Toto,https://tabs.ultimate-guitar.com/tab/toto/africa-guitar-pro-233768,False
207,The Metal,Tenacious D,https://tabs.ultimate-guitar.com/tab/tenacious-d/the-metal-guitar-pro-689733,False
208,Für Elise,Ludwig van Beethoven,https://tabs.ultimate-guitar.com/tab/703679,False
209,Bark At The Moon,Ozzy Osbourne,https://tabs.ultimate-guitar.com/tab/ozzy-osbourne/bark-at-the-moon-guitar-pro-227617,False
210,Master Of Puppets,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/master-of-puppets-guitar-pro-225426,False
211,Here Comes The Sun,The Beatles,https://tabs.ultimate-guitar.com/tab/the-beatles/here-comes-the-sun-guitar-pro-470093,False
212,Gimme Shelter,The Rolling Stones,https://tabs.ultimate-guitar.com/tab/the-rolling-stones/gimme-shelter-guitar-pro-398547,False
213,Know Your Enemy,Green Day,https://tabs.ultimate-guitar.com/tab/green-day/know-your-enemy-guitar-pro-814420,False
214,Tush,ZZ Top,https://tabs.ultimate-guitar.com/tab/zz-top/tush-guitar-pro-235260,False
215,Domination,Pantera,https://tabs.ultimate-guitar.com/tab/pantera/domination-guitar-pro-464213,False
216,Jump,Van Halen,https://tabs.ultimate-guitar.com/tab/van-halen/jump-guitar-pro-234494,False
217,I Want To Break Free,Queen,https://tabs.ultimate-guitar.com/tab/queen/i-want-to-break-free-guitar-pro-688199,False
218,Little Wing,Stevie Ray Vaughan & Double Trouble,https://tabs.ultimate-guitar.com/tab/stevie-ray-vaughan-double-trouble/little-wing-guitar-pro-515591,False
219,Holy Wars The Punishment Due,Megadeth,https://tabs.ultimate-guitar.com/tab/megadeth/holy-wars-the-punishment-due-guitar-pro-241061,False
